Place,State,Type,Place Type,In particular,County/Parish/Borough,Country,Division,Jurisdiction
Union,WI,Government,Town,,Vernon County,US,ocd-division/country:us/state:wi/county:vernon/place:union,
Viroqua,WI,Government,Town,,Vernon County,US,ocd-division/country:us/state:wi/county:vernon/place:viroqua,
Webster,WI,Government,Town,,Vernon County,US,ocd-division/country:us/state:wi/county:vernon/place:webster,
Wheatland,WI,Government,Town,,Vernon County,US,ocd-division/country:us/state:wi/county:vernon/place:wheatland,
Whitestown,WI,Government,Town,,Vernon County,US,ocd-division/country:us/state:wi/county:vernon/place:whitestown,
Arbor Vitae,WI,Government,Town,,Vilas County,US,ocd-division/country:us/state:wi/county:vilas/place:arbor_vitae,
Boulder Junction,WI,Government,Town,,Vilas County,US,ocd-division/country:us/state:wi/county:vilas/place:boulder_junction,
Cloverfield,WI,Government,Town,,Vilas County,US,ocd-division/country:us/state:wi/county:vilas/place:cloverland,
Conover,WI,Government,Town,,Vilas County,US,ocd-division/country:us/state:wi/county:vilas/place:conover,
Lac du Flambeau,WI,Government,Town,,Vilas County,US,ocd-division/country:us/state:wi/county:vilas/place:lac_du_flambeau,
Land O'Lakes,WI,Government,Town,,Vilas County,US,ocd-division/country:us/state:wi/county:vilas/place:land_o~lakes,
Lincoln,WI,Government,Town,,Vilas County,US,ocd-division/country:us/state:wi/county:vilas/place:lincoln,
Manitowish Waters,WI,Government,Town,,Vilas County,US,ocd-division/country:us/state:wi/county:vilas/place:manitowish_waters,
Phelps,WI,Government,Town,,Vilas County,US,ocd-division/country:us/state:wi/county:vilas/place:phelps,
Plum Lake,WI,Government,Town,,Vilas County,US,ocd-division/country:us/state:wi/county:vilas/place:plum_lake,
Presque Isle,WI,Government,Town,,Vilas County,US,ocd-division/country:us/state:wi/county:vilas/place:presque_isle,
St. German,WI,Government,Town,,Vilas County,US,ocd-division/country:us/state:wi/county:vilas/place:st_germain,
Washington,WI,Government,Town,,Vilas County,US,ocd-division/country:us/state:wi/county:vilas/place:washington,
Winchester,WI,Government,Town,,Vilas County,US,ocd-division/country:us/state:wi/county:vilas/place:winchester,
Bloomfield,WI,Government,Town,,Walworth County,US,ocd-division/country:us/state:wi/county:walworth/place:bloomfield,
Darien,WI,Government,Town,,Walworth County,US,ocd-division/country:us/state:wi/county:walworth/place:darien,
Delavan,WI,Government,Town,,Walworth County,US,ocd-division/country:us/state:wi/county:walworth/place:delavan,
East Troy,WI,Government,Town,,Walworth County,US,ocd-division/country:us/state:wi/county:walworth/place:east_troy,
Geneva,WI,Government,Town,,Walworth County,US,ocd-division/country:us/state:wi/county:walworth/place:geneva,
La Grange,WI,Government,Town,,Walworth County,US,ocd-division/country:us/state:wi/county:walworth/place:la_grange,
Lafayette,WI,Government,Town,,Walworth County,US,ocd-division/country:us/state:wi/county:walworth/place:lafayette,
Linn,WI,Government,Town,,Walworth County,US,ocd-division/country:us/state:wi/county:walworth/place:linn,
Lyons,WI,Government,Town,,Walworth County,US,ocd-division/country:us/state:wi/county:walworth/place:lyons,
Richmond,WI,Government,Town,,Walworth County,US,ocd-division/country:us/state:wi/county:walworth/place:richmond,
Sharon,WI,Government,Town,,Walworth County,US,ocd-division/country:us/state:wi/county:walworth/place:sharon,
Spring Prairie,WI,Government,Town,,Walworth County,US,ocd-division/country:us/state:wi/county:walworth/place:spring_prairie,
Sugar Creek,WI,Government,Town,,Walworth County,US,ocd-division/country:us/state:wi/county:walworth/place:sugar_creek,
Troy,WI,Government,Town,,Walworth County,US,ocd-division/country:us/state:wi/county:walworth/place:troy,
Walworth,WI,Government,Town,,Walworth County,US,ocd-division/country:us/state:wi/county:walworth/place:walworth,
Whitewater,WI,Government,Town,,Walworth County,US,ocd-division/country:us/state:wi/county:walworth/place:whitewater,
Barronett,WI,Government,Town,,Washburn County,US,ocd-division/country:us/state:wi/county:washburn/place:barronett,
Bashaw,WI,Government,Town,,Washburn County,US,ocd-division/country:us/state:wi/county:washburn/place:bashaw,
Bass Lake,WI,Government,Town,,Washburn County,US,ocd-division/country:us/state:wi/county:washburn/place:bass_lake,
Beaver Brook,WI,Government,Town,,Washburn County,US,ocd-division/country:us/state:wi/county:washburn/place:beaver_brook,
Birchwood,WI,Government,Town,,Washburn County,US,ocd-division/country:us/state:wi/county:washburn/place:birchwood,
Brooklyn,WI,Government,Town,,Washburn County,US,ocd-division/country:us/state:wi/county:washburn/place:brooklyn,
Casey,WI,Government,Town,,Washburn County,US,ocd-division/country:us/state:wi/county:washburn/place:casey,
Chicog,WI,Government,Town,,Washburn County,US,ocd-division/country:us/state:wi/county:washburn/place:chicog,
Crystal,WI,Government,Town,,Washburn County,US,ocd-division/country:us/state:wi/county:washburn/place:crystal,
Evergreen,WI,Government,Town,,Washburn County,US,ocd-division/country:us/state:wi/county:washburn/place:evergreen,
Frog Creek,WI,Government,Town,,Washburn County,US,ocd-division/country:us/state:wi/county:washburn/place:frog_creek,
Gull Lake,WI,Government,Town,,Washburn County,US,ocd-division/country:us/state:wi/county:washburn/place:gull_lake,
Long Lake,WI,Government,Town,,Washburn County,US,ocd-division/country:us/state:wi/county:washburn/place:long_lake,
Madge,WI,Government,Town,,Washburn County,US,ocd-division/country:us/state:wi/county:washburn/place:madge,
Minong,WI,Government,Town,,Washburn County,US,ocd-division/country:us/state:wi/county:washburn/place:minong,
Sarona,WI,Government,Town,,Washburn County,US,ocd-division/country:us/state:wi/county:washburn/place:sarona,
Spooner,WI,Government,Town,,Washburn County,US,ocd-division/country:us/state:wi/county:washburn/place:spooner,
Springfield,WI,Government,Town,,Washburn County,US,ocd-division/country:us/state:wi/county:washburn/place:springbrook,
Stinnett,WI,Government,Town,,Washburn County,US,ocd-division/country:us/state:wi/county:washburn/place:stinnett,
Stone Lake,WI,Government,Town,,Washburn County,US,ocd-division/country:us/state:wi/county:washburn/place:stone_lake,
Trego,WI,Government,Town,,Washburn County,US,ocd-division/country:us/state:wi/county:washburn/place:trego,
Addison,WI,Government,Town,,Washington County,US,ocd-division/country:us/state:wi/county:washington/place:addison,
Barton,WI,Government,Town,,Washington County,US,ocd-division/country:us/state:wi/county:washington/place:barton,
Erin,WI,Government,Town,,Washington County,US,ocd-division/country:us/state:wi/county:washington/place:erin,
Farmington,WI,Government,Town,,Washington County,US,ocd-division/country:us/state:wi/county:washington/place:farmington,
Germantown,WI,Government,Town,,Washington County,US,ocd-division/country:us/state:wi/county:washington/place:germantown,
Hartford,WI,Government,Town,,Washington County,US,ocd-division/country:us/state:wi/county:washington/place:hartford,
Jackson,WI,Government,Town,,Washington County,US,ocd-division/country:us/state:wi/county:washington/place:jackson,
Kewaskum,WI,Government,Town,,Washington County,US,ocd-division/country:us/state:wi/county:washington/place:kewaskum,
Polk,WI,Government,Town,,Washington County,US,ocd-division/country:us/state:wi/county:washington/place:polk,
Trenton,WI,Government,Town,,Washington County,US,ocd-division/country:us/state:wi/county:washington/place:trenton,
Wayne,WI,Government,Town,,Washington County,US,ocd-division/country:us/state:wi/county:washington/place:wayne,
West Bend,WI,Government,Town,,Washington County,US,ocd-division/country:us/state:wi/county:washington/place:west_bend,
Brookfield,WI,Government,Town,,Waukesha County,US,ocd-division/country:us/state:wi/county:waukesha/place:brookfield,
Delafield,WI,Government,Town,,Waukesha County,US,ocd-division/country:us/state:wi/county:waukesha/place:delafield,
Eagle,WI,Government,Town,,Waukesha County,US,ocd-division/country:us/state:wi/county:waukesha/place:eagle,
Genesee,WI,Government,Town,,Waukesha County,US,ocd-division/country:us/state:wi/county:waukesha/place:genesee,
Lisbon,WI,Government,Town,,Waukesha County,US,ocd-division/country:us/state:wi/county:waukesha/place:lisbon,
Merton,WI,Government,Town,,Waukesha County,US,ocd-division/country:us/state:wi/county:waukesha/place:merton,
Mukwonago,WI,Government,Town,,Waukesha County,US,ocd-division/country:us/state:wi/county:waukesha/place:mukwonago,
Oconomowoc,WI,Government,Town,,Waukesha County,US,ocd-division/country:us/state:wi/county:waukesha/place:oconomowoc,
Ottawa,WI,Government,Town,,Waukesha County,US,ocd-division/country:us/state:wi/county:waukesha/place:ottawa,
Vernon,WI,Government,Town,,Waukesha County,US,ocd-division/country:us/state:wi/county:waukesha/place:vernon,
Waukesha,WI,Government,Town,,Waukesha County,US,ocd-division/country:us/state:wi/county:waukesha/place:waukesha,
Bear Creek,WI,Government,Town,,Waupaca County,US,ocd-division/country:us/state:wi/county:waupaca/place:bear_creek,
Caledonia,WI,Government,Town,,Waupaca County,US,ocd-division/country:us/state:wi/county:waupaca/place:caledonia,
Dayton,WI,Government,Town,,Waupaca County,US,ocd-division/country:us/state:wi/county:waupaca/place:dayton,
Dupont,WI,Government,Town,,Waupaca County,US,ocd-division/country:us/state:wi/county:waupaca/place:dupont,
Farmington,WI,Government,Town,,Waupaca County,US,ocd-division/country:us/state:wi/county:waupaca/place:farmington,
Fremont,WI,Government,Town,,Waupaca County,US,ocd-division/country:us/state:wi/county:waupaca/place:fremont,
Harrison,WI,Government,Town,,Waupaca County,US,ocd-division/country:us/state:wi/county:waupaca/place:harrison,
Helvetia,WI,Government,Town,,Waupaca County,US,ocd-division/country:us/state:wi/county:waupaca/place:helvetia,
Iola,WI,Government,Town,,Waupaca County,US,ocd-division/country:us/state:wi/county:waupaca/place:iola,
Larrabee,WI,Government,Town,,Waupaca County,US,ocd-division/country:us/state:wi/county:waupaca/place:larrabee,
Lebanon,WI,Government,Town,,Waupaca County,US,ocd-division/country:us/state:wi/county:waupaca/place:lebanon,
Lind,WI,Government,Town,,Waupaca County,US,ocd-division/country:us/state:wi/county:waupaca/place:lind,
Little Wolf,WI,Government,Town,,Waupaca County,US,ocd-division/country:us/state:wi/county:waupaca/place:little_wolf,
Matteson,WI,Government,Town,,Waupaca County,US,ocd-division/country:us/state:wi/county:waupaca/place:matteson,
Mukwa,WI,Government,Town,,Waupaca County,US,ocd-division/country:us/state:wi/county:waupaca/place:mukwa,
Royalton,WI,Government,Town,,Waupaca County,US,ocd-division/country:us/state:wi/county:waupaca/place:royalton,
Scandinavia,WI,Government,Town,,Waupaca County,US,ocd-division/country:us/state:wi/county:waupaca/place:scandinavia,
St. Lawrence,WI,Government,Town,,Waupaca County,US,ocd-division/country:us/state:wi/county:waupaca/place:st_lawrence,
Union,WI,Government,Town,,Waupaca County,US,ocd-division/country:us/state:wi/county:waupaca/place:union,
Waupaca,WI,Government,Town,,Waupaca County,US,ocd-division/country:us/state:wi/county:waupaca/place:waupaca,
Weyauwega,WI,Government,Town,,Waupaca County,US,ocd-division/country:us/state:wi/county:waupaca/place:weyauwega,
Wyoming,WI,Government,Town,,Waupaca County,US,ocd-division/country:us/state:wi/county:waupaca/place:wyoming,
Aurora,WI,Government,Town,,Waushara County,US,ocd-division/country:us/state:wi/county:waushara/place:aurora,
Bloomfield,WI,Government,Town,,Waushara County,US,ocd-division/country:us/state:wi/county:waushara/place:bloomfield,
Coloma,WI,Government,Town,,Waushara County,US,ocd-division/country:us/state:wi/county:waushara/place:coloma,
Dakota,WI,Government,Town,,Waushara County,US,ocd-division/country:us/state:wi/county:waushara/place:dakota,
Deerfield,WI,Government,Town,,Waushara County,US,ocd-division/country:us/state:wi/county:waushara/place:deerfield,
Hancock,WI,Government,Town,,Waushara County,US,ocd-division/country:us/state:wi/county:waushara/place:hancock,
Leon,WI,Government,Town,,Waushara County,US,ocd-division/country:us/state:wi/county:waushara/place:leon,
Marion,WI,Government,Town,,Waushara County,US,ocd-division/country:us/state:wi/county:waushara/place:marion,
Mount Morris,WI,Government,Town,,Waushara County,US,ocd-division/country:us/state:wi/county:waushara/place:mount_morris,
Oasis,WI,Government,Town,,Waushara County,US,ocd-division/country:us/state:wi/county:waushara/place:oasis,
Plainfield,WI,Government,Town,,Waushara County,US,ocd-division/country:us/state:wi/county:waushara/place:plainfield,
Poy Sippi,WI,Government,Town,,Waushara County,US,ocd-division/country:us/state:wi/county:waushara/place:poy_sippi,
Richford,WI,Government,Town,,Waushara County,US,ocd-division/country:us/state:wi/county:waushara/place:richford,
Rose,WI,Government,Town,,Waushara County,US,ocd-division/country:us/state:wi/county:waushara/place:rose,
Saxeville,WI,Government,Town,,Waushara County,US,ocd-division/country:us/state:wi/county:waushara/place:saxeville,
Springwater,WI,Government,Town,,Waushara County,US,ocd-division/country:us/state:wi/county:waushara/place:springwater,
Warren,WI,Government,Town,,Waushara County,US,ocd-division/country:us/state:wi/county:waushara/place:warren,
Wautoma,WI,Government,Town,,Waushara County,US,ocd-division/country:us/state:wi/county:waushara/place:wautoma,
Algoma,WI,Government,Town,,Winnebago County,US,ocd-division/country:us/state:wi/county:winnebago/place:algoma,
Black Wolf,WI,Government,Town,,Winnebago County,US,ocd-division/country:us/state:wi/county:winnebago/place:black_wolf,
Clayton,WI,Government,Town,,Winnebago County,US,ocd-division/country:us/state:wi/county:winnebago/place:clayton,
Menasha,WI,Government,Town,,Winnebago County,US,ocd-division/country:us/state:wi/county:winnebago/place:menasha,
Neenah,WI,Government,Town,,Winnebago County,US,ocd-division/country:us/state:wi/county:winnebago/place:neenah,
Nekimi,WI,Government,Town,,Winnebago County,US,ocd-division/country:us/state:wi/county:winnebago/place:nekimi,
Nepeuskun,WI,Government,Town,,Winnebago County,US,ocd-division/country:us/state:wi/county:winnebago/place:nepeuskun,
Omro,WI,Government,Town,,Winnebago County,US,ocd-division/country:us/state:wi/county:winnebago/place:omro,
Oshkosh,WI,Government,Town,,Winnebago County,US,ocd-division/country:us/state:wi/county:winnebago/place:oshkosh,
Poygan,WI,Government,Town,,Winnebago County,US,ocd-division/country:us/state:wi/county:winnebago/place:poygan,
Rushford,WI,Government,Town,,Winnebago County,US,ocd-division/country:us/state:wi/county:winnebago/place:rushford,
Utica,WI,Government,Town,,Winnebago County,US,ocd-division/country:us/state:wi/county:winnebago/place:utica,
Vinland,WI,Government,Town,,Winnebago County,US,ocd-division/country:us/state:wi/county:winnebago/place:vinland,
Winchester,WI,Government,Town,,Winnebago County,US,ocd-division/country:us/state:wi/county:winnebago/place:winchester,
Winneconne,WI,Government,Town,,Winnebago County,US,ocd-division/country:us/state:wi/county:winnebago/place:winneconne,
Wolf River,WI,Government,Town,,Winnebago County,US,ocd-division/country:us/state:wi/county:winnebago/place:wolf_river,
Arpin,WI,Government,Town,,Wood County,US,ocd-division/country:us/state:wi/county:wood/place:arpin,
Auburndale,WI,Government,Town,,Wood County,US,ocd-division/country:us/state:wi/county:wood/place:auburndale,
Cameron,WI,Government,Town,,Wood County,US,ocd-division/country:us/state:wi/county:wood/place:cameron,
Cary,WI,Government,Town,,Wood County,US,ocd-division/country:us/state:wi/county:wood/place:cary,
Cranmoor,WI,Government,Town,,Wood County,US,ocd-division/country:us/state:wi/county:wood/place:cranmoor,
Dexter,WI,Government,Town,,Wood County,US,ocd-division/country:us/state:wi/county:wood/place:dexter,
